dlc,file,tag,status,lang_flag,en_sha,it_sha
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_AdvancedHelmet.description,translated,,cb750385112e,87fb64db2e85
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_AdvancedHelmet.label,translated,,6579714d9f4a,47136ea600b0
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_ArmorHelmetRecon.description,translated,,792a38467fd7,1eae81a89d92
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_ArmorHelmetRecon.label,translated,,f5e29331a0f8,8318a14e4c55
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_BowlerHat.description,translated,,78ba0ee08453,f95b3b6f5214
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_BowlerHat.label,translated,,8a0d856c9b7d,d9f747176b67
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_ClothMask.description,translated,,7024d4bba7af,b03aba0a841d
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_ClothMask.label,translated,,355a3fb562e1,c197cdb24cac
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_CowboyHat.description,translated,,545de83857dc,1660657b3f83
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_CowboyHat.label,translated,,72c9ef067d15,ff4d9f60d74f
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_HatHood.description,translated,,b638c0609f10,9b6989240830
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_HatHood.label,translated,,1006ba32aa90,82e0a4a1aafa
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_PowerArmorHelmet.description,translated,,856531f1b450,f571a8faf3bb
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_PowerArmorHelmet.label,translated,,0b1a93e24f51,4d8613ce0dbd
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_PsychicFoilHelmet.description,translated,,01ab54814878,a05d05380a0b
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_PsychicFoilHelmet.label,translated,,de10934f3a96,8e2dc62cd46a
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_SimpleHelmet.description,translated,,87df70be3929,44e6b088b40f
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_SimpleHelmet.label,translated,,be7895d9f122,65e554c791e3
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_TribalHeaddress.description,translated,,4b888e8728f1,f4d415731ab0
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_TribalHeaddress.label,translated,,f195941d88b7,922e602224d4
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_Tuque.description,translated,,e283c60954b4,c7ac4e05da78
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_Tuque.label,translated,,9984b377b1c6,34365f56dee0
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_WarMask.description,translated,,7aa21dfc7bd0,26edb275f6ff
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_WarMask.label,translated,,a1dea95fc568,2e94b1659486
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_WarVeil.description,translated,,20771a44b997,4a1b396695f3
Core,Core\DefInjected\ThingDef\Apparel_Headgear.xml,Apparel_WarVeil.label,translated,,7ef7689a99d2,d1061fc96e81
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_FirefoampopPack.comps.CompApparelReloadable.chargeNoun,translated,,cd397ea3cef5,34fc125e9f4e
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_FirefoampopPack.comps.CompApparelReloadable.cooldownGerund,translated,,0cc78ce268c3,0d2c88ad47e5
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_FirefoampopPack.description,translated,,5cb234fd5e6f,84f9c9774170
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_FirefoampopPack.label,translated,,a3990b1ee9ac,0cf95d2cf7f2
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_FirefoampopPack.verbs.pop_firefoam.label,translated,,56d2fc562739,a6dea6795e5a
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_SmokepopBelt.comps.CompApparelReloadable.chargeNoun,translated,,12823a2c7792,6c9131a88c73
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_SmokepopBelt.comps.CompApparelReloadable.cooldownGerund,translated,,0cc78ce268c3,0d2c88ad47e5
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_SmokepopBelt.description,translated,,0bc3007b1255,d4a34000b138
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_SmokepopBelt.label,translated,,d3144cf6e9a8,996ed9153b69
Core,Core\DefInjected\ThingDef\Apparel_Packs.xml,Apparel_SmokepopBelt.verbs.pop_smoke.label,translated,,0f44573fe5ca,f57c8cf0e365
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicInsanityLance.comps.CompApparelReloadable.chargeNoun,translated,,5ea9c348e59f,6c0d4a38747c
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicInsanityLance.comps.CompApparelReloadable.cooldownGerund,translated,,0cc78ce268c3,0d2c88ad47e5
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicInsanityLance.description,translated,,f8c342157dab,a921b46b1bbe
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicInsanityLance.label,translated,,5089ea528675,2586115ecdeb
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicInsanityLance.verbs.psychic_insanity_lance.invalidTargetPawn,translated,,f388cb08b87b,ca1e2f69ebe1
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicInsanityLance.verbs.psychic_insanity_lance.label,translated,,5089ea528675,2586115ecdeb
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicShockLance.comps.CompApparelReloadable.chargeNoun,translated,,5ea9c348e59f,6c0d4a38747c
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicShockLance.comps.CompApparelReloadable.cooldownGerund,translated,,0cc78ce268c3,0d2c88ad47e5
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicShockLance.description,translated,,23ce0707b0ae,dcfe3abb0d3b
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicShockLance.label,translated,,b418257bb2cd,102f05efe355
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicShockLance.verbs.psychic_shock_lance.invalidTargetPawn,translated,,3f3414b7d7ab,dda28931b044
Core,Core\DefInjected\ThingDef\Apparel_Utility.xml,Apparel_PsychicShockLance.verbs.psychic_shock_lance.label,translated,,b418257bb2cd,102f05efe355
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_ArmorRecon.description,translated,,affdfbfd8d1b,df58e94a0a1d
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_ArmorRecon.label,translated,,3ddefe5b59e8,0023d7c04e63
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_BasicShirt.description,translated,,4f1b22168246,372cc7cf2088
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_BasicShirt.label,keep,,19b8643c6e4b,19b8643c6e4b
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Cape.description,translated,,e9380d4dbb01,d8a5e7b80ff8
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Cape.label,translated,,7eb684dff706,a3aab54ab3c2
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_CollarShirt.description,translated,,bd22d44a8e69,c0b59f1c3da8
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_CollarShirt.label,translated,,299f4556a61a,642c7ed772b2
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Duster.description,translated,,2ef80047c542,20d0505424e0
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Duster.label,translated,,18e11edfffc3,a3aab54ab3c2
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_FlakJacket.description,translated,,7cc1856dc483,847441a2cae6
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_FlakJacket.label,translated,,8450f73d08c4,46419c50c85d
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_FlakPants.description,translated,,c092b9961935,7c14ab90578c
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_FlakPants.label,translated,,afb182aa6da5,5235aaa4158b
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_FlakVest.description,translated,,7c127ad3d10d,2af6e7569d85
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_FlakVest.label,translated,,a2beb6f56b8a,e2a7423535cc
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Jacket.description,translated,,71d54c67329c,b7af86fe3f9b
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Jacket.label,translated,,1cdbba9665ee,724a4f3f0100
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Pants.description,translated,,fccd5c66d7c8,8220f2a4999d
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Pants.label,translated,,e65aace92378,7b3fe397f4f6
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Parka.description,translated,,e4dbe1f5c1c9,2d0f54d6b081
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Parka.label,translated,,f34537fdf37e,d7fc50813f20
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_PlateArmor.description,translated,,d5dcd8362ab7,95156bcee21e
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_PlateArmor.label,translated,,915ef4e692a5,e768adbe848a
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_PowerArmor.description,translated,,f0ad5483223a,32e85b1ca38e
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_PowerArmor.label,translated,,a6085c0305d9,f42798dd209c
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Robe.description,translated,,48d8ab46a6b3,f66dd56734e9
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_Robe.label,translated,,341b3b3bddab,af0a79757a3f
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_TribalA.description,translated,,61676d9fbec8,bb89b5147e1f
Core,Core\DefInjected\ThingDef\Apparel_Various.xml,Apparel_TribalA.label,translated,,38d5d95f118d,a4d0c35d9153
Core,Core\DefInjected\ThingDef\BookDefs.xml,Novel.description,translated,,dd246afa9da0,0b87160400c6
Core,Core\DefInjected\ThingDef\BookDefs.xml,Novel.label,translated,,caee3e9d54b4,7ec41ec38d9a
Core,Core\DefInjected\ThingDef\BookDefs.xml,Schematic.description,translated,,b82ebc950fff,a864d4860671
Core,Core\DefInjected\ThingDef\BookDefs.xml,Schematic.label,translated,,2b86b09e6504,b5230ecdf4e7
Core,Core\DefInjected\ThingDef\BookDefs.xml,TextBook.description,translated,,ed95a6ec0203,322cb1f49fec
Core,Core\DefInjected\ThingDef\BookDefs.xml,TextBook.label,translated,,796bee182f91,58ab848a299e
Core,Core\DefInjected\ThingDef\Breach.xml,MeleeWeapon_BreachAxe.description,translated,,46d3c3f72583,e771c6e96b78
Core,Core\DefInjected\ThingDef\Breach.xml,MeleeWeapon_BreachAxe.label,translated,,eecabf2b92f8,5607aaddd4e2
Core,Core\DefInjected\ThingDef\Breach.xml,MeleeWeapon_BreachAxe.tools.handle.label,translated,,a2dd7ec666aa,8dde6d3ea1b6
Core,Core\DefInjected\ThingDef\Breach.xml,MeleeWeapon_BreachAxe.tools.head.label,translated,,1a954628a960,6d3c60eeb2dd
Core,Core\DefInjected\ThingDef\Buildings_Ancient.xml,AncientConcreteBarrier.description,translated,,0c2356b02c3e,5b02cb8583f6
Core,Core\DefInjected\ThingDef\Buildings_Ancient.xml,AncientConcreteBarrier.label,translated,,ebf1a75c411e,84b2c9194c58
Core,Core\DefInjected\ThingDef\Buildings_Ancient.xml,AncientLamppost.description,translated,,88d53bbe2f9a,c7a1470cc47b
Core,Core\DefInjected\ThingDef\Buildings_Ancient.xml,AncientLamppost.label,translated,,e650300d654b,3cd5215a010f
Core,Core\DefInjected\ThingDef\Buildings_Ancient.xml,Urn.description,translated,,e3c854ddb02e,37123c7a47ce
Core,Core\DefInjected\ThingDef\Buildings_Ancient.xml,Urn.label,translated,,b4fbf013919b,e96ca4bcd868
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Active.xml,AncientCryptosleepPod.description,translated,,4e99d5457cb5,b83da349acba
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Active.xml,AncientCryptosleepPod.label,translated,,718c6cc4f355,95e8aa0807ce
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Active.xml,AncientFuelNode.description,translated,,dab638e24c58,bdaca51f318a
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Active.xml,AncientFuelNode.label,translated,,99f5bc29583c,a78a1f0c3255
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Active.xml,AncientHermeticCrate.description,translated,,add7347e009d,470e62c5bf49
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Active.xml,AncientHermeticCrate.label,translated,,019472b7ab01,fc55da928cea
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientBarrel.description,translated,,c1add2ec5c81,f39a637880df
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientBarrel.label,translated,,c318aff4c8d4,ca143dfb8ffe
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientBasicRecharger.description,translated,,ea3f3f0e1dfe,5cf1e6213eda
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientBasicRecharger.label,translated,,ab30cd5576d9,30d020791137
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientBed.description,translated,,04699ac42592,c2003b8328f6
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientBed.label,translated,,41caf95edb53,f2d23b9a2454
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientCrate.description,translated,,861c9ce4066e,4790599f9cc4
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientCrate.label,translated,,58f8cde2eab9,33b6a9c57b42
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientDisplayBank.description,translated,,0e9118bc8b23,b60b51d3fa5f
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientDisplayBank.label,translated,,0b4c71d3dbdd,8281d0fef32b
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientEquipmentBlocks.description,translated,,7a1e8b90172c,cb41e4dde072
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientEquipmentBlocks.label,translated,,e9dd5e904d75,089af7d79ef2
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientGenerator.description,translated,,d3593de6675e,815b1bf1cbbe
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientGenerator.label,translated,,e8875eb59b24,7fc54052c4b4
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientKitchenSink.description,translated,,2784ab6382c0,80a02079643f
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientKitchenSink.label,translated,,409c1884ef26,8566791607dd
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientLamp.description,translated,,13f1207b8fea,3e8d3e837066
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientLamp.label,translated,,3b03d4881014,d4e0e0c40f28
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientLargeMechGestator.description,translated,,8e18651f1a0c,abe473aba525
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientLargeMechGestator.label,translated,,04f4edb2ff49,f3251f652c82
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientLockerBank.description,translated,,1a302118ea53,bf6f27facf2f
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientLockerBank.label,translated,,1b71cb7ed1a6,441c9fa848be
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMachine.description,translated,,fcfc485c4daa,64bd1e2a30f2
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMachine.label,translated,,1f382be12ad8,3c81dc547367
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMechDropBeacon.description,translated,,a949de30dde5,fb4b09952a8b
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMechDropBeacon.label,translated,,60cf9ed1e718,000d5f6ccfb0
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMechGestator.description,translated,,4fa12e4b8a4f,1632e549cd2d
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMechGestator.label,translated,,81e4e2ba97a8,0e9087e52c14
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMechGestatorTank.comps.CompMechGestatorTank.triggeredMessage,translated,,f92370bf6202,8cadda6e58d4
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMechGestatorTank.description,translated,,a5e52d1b12cb,d8b288b3d04b
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMechGestatorTank.label,translated,,e194212b5d43,a0d4f8f64f72
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMicrowave.description,translated,,00b1a77ae948,0211b0a7b1b4
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMicrowave.label,translated,,2aff2b508315,c372c307c8ae
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMilitaryCrate.description,translated,,b4e03381742d,4b6e673dc345
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientMilitaryCrate.label,translated,,9f6a52bbd011,9dcea485d541
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientOperatingTable.description,translated,,3b7efef2e8d7,d8d83d68481d
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientOperatingTable.label,translated,,873266797ff1,9ad5a65a88ef
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientOven.description,translated,,83feb6fa609d,03c099852881
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientOven.label,translated,,e81035387b15,8247a1f291da
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientRefrigerator.description,translated,,6e9010998e5c,b3033d8785f1
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientRefrigerator.label,translated,,1d4c8d3e80a2,82c0bd76993e
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientSecurityTurret.description,translated,,110fd41e2abb,f0f9a9057342
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientSecurityTurret.label,translated,,7d61e3e9ae57,e5be388d32e8
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientSpacerCrate.description,translated,,1c2e01ba4051,a1e4efbe2a17
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientSpacerCrate.label,translated,,eea1a50cfe37,d2a646753e7a
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientStandardRecharger.description,translated,,9dab71591402,2743b1db3202
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientStandardRecharger.label,translated,,48c5d6f2057b,25d613dfa152
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientStorageCylinder.description,translated,,d2efdbc3db24,a7a9914cfa8a
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientStorageCylinder.label,translated,,78db3b14f8cc,0306fb34eb77
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientStove.description,translated,,0e2fe2dd2ba7,7a707ed8c278
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientStove.label,translated,,1892e637bcb3,f12ef17d4567
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientSystemRack.description,translated,,eef505f13637,662ae079f77f
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Indoors.xml,AncientSystemRack.label,translated,,d578da521f41,eb9e70ed9a81
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientAPC.description,translated,,a7d619ca12ac,c9a9e2ca7f90
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientAPC.label,translated,,37d69dae4433,c124d2790c3e
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientATM.description,translated,,af471e06a69b,87d2c9c5121b
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientATM.label,translated,,efdb9c9d1e84,d10aea8f0c6d
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientAirConditioner.description,translated,,d070bb78471e,2cfe6d2e3830
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientAirConditioner.label,translated,,2e9051a43148,fd6cce999d15
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientDropshipEngine.description,translated,,a18af7df4b54,5d251ec7a9fc
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientDropshipEngine.label,translated,,002a7cef965b,897519b1cb54
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientFence.description,translated,,45381509853e,881fe9436278
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientFence.label,translated,,52beb6519071,59bf917ce8fd
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientGiantWheel.description,translated,,49038219981a,7d4467ec414e
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientGiantWheel.label,translated,,1333ec443392,9645272294b4
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientHydrant.description,translated,,4e79427ec760,b79b5b62d3ea
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientHydrant.label,translated,,b5a39271ff66,b6bd9a6fa2ca
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientJetEngine.description,translated,,5e52baa693e0,57c2c966ade8
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientJetEngine.label,translated,,57584122458b,696bb957c6d4
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLargeContainer.description,translated,,f918ac34236f,a2ad4ff08b92
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLargeContainer.label,translated,,f5504d3f5c0f,f5f5afc9dd7d
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLargeCrate.description,translated,,7dbfa1fcc9f6,5fa267d1d1e0
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLargeCrate.label,translated,,6aa1f225a559,166da984e8bb
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLargeRustedEngineBlock.description,translated,,1cddb4cdaad4,3930c227c9e9
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLargeRustedEngineBlock.label,translated,,3c86accdefc1,6b3376327a9b
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLongCrate.description,translated,,96251be6194f,9e7514d31f75
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientLongCrate.label,translated,,248e559f654b,760f2dbf0909
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientMegaCannonBarrel.description,translated,,34018ce70aae,fae0fe4c93f0
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientMegaCannonBarrel.label,translated,,50a6b848c4db,934196c01c7a
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientMegaCannonTripod.description,translated,,159fdfa73fd1,687de32aa9cc
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientMegaCannonTripod.label,translated,,58945a8e09d9,6e50348000bd
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientMiniWarwalkerRemains.description,translated,,20dd9317733e,5c76bd460aa2
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientMiniWarwalkerRemains.label,translated,,3701bf643f91,7ce384e7d285
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPipelineSection.description,translated,,ecab98d72770,14f4509dd117
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPipelineSection.label,translated,,fc81e6130099,e144c8eaf6f5
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPipes.description,translated,,70ea65da1c2d,f492f3607647
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPipes.label,translated,,7dadc7614357,27546fea21ac
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPodCar.description,translated,,727c006a56e6,6eb726b721ab
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPodCar.label,translated,,591ba891574a,52ef0bfafa4c
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPostbox.description,translated,,a77015f8ef26,c16530e4c9aa
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientPostbox.label,translated,,ae72b4437872,7ba799e1fff8
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRazorWire.description,translated,,e8b33260d591,da2721059f84
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRazorWire.label,translated,,f204643c4937,2497fc74361f
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRustedCar.description,translated,,cbec6852109e,52e07b23e7ce
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRustedCar.label,translated,,c37ed45ae24b,3aa71f34b8f2
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRustedCarFrame.description,translated,,9b7425e21126,7d9d8c368ff6
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRustedCarFrame.label,translated,,7c49cf49173f,2e350dbdec09
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRustedDropship.description,translated,,f74df4b8b90c,91ec6359b606
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRustedDropship.label,translated,,75c2f6dde3ee,5bf25ce0d814
Core,Core\DefInjected\ThingDef\Buildings_Ancient_Outdoors.xml,AncientRustedEngineBlock.description,translated,,002cf4e2d6bf,461d76fcfd7b
